modelo,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_roc_auc,std_test_roc_auc,params
LightGBM,0.7022692338271541,0.018193774284150747,0.7180096503545792,0.02270054952101696,0.6889624892137455,0.017662922908850433,0.7029999383846239,0.016708839250568458,0.7743528565334966,0.01956536430346301,"{'model__max_depth': 3, 'model__n_estimators': 50}"
LightGBM,0.7156514191821483,0.02289545480198284,0.7218386842790907,0.025487097400374286,0.7231815643875945,0.023150328932770328,0.7223237379561891,0.021457347388134207,0.7907353732155371,0.020311342153202693,"{'model__max_depth': 3, 'model__n_estimators': 100}"
LightGBM,0.7226035565685209,0.021808656200242724,0.7215494033747952,0.022001330449007008,0.745340338053906,0.023417166674813878,0.7331502413001059,0.02109477176321801,0.7978874973459739,0.02051020267818788,"{'model__max_depth': 3, 'model__n_estimators': 200}"
LightGBM,0.7254439085150929,0.026196106365896504,0.7293016134515117,0.02842964410862175,0.7372874473376985,0.027736787883196334,0.7330672507374262,0.025265963699472666,0.8024440107043918,0.02731054896644168,"{'model__max_depth': 6, 'model__n_estimators': 50}"
LightGBM,0.7267259428086821,0.023096869683379272,0.7252944062996535,0.023060381702649013,0.7498629511192325,0.029145303550261327,0.7371648476047981,0.023103924995748096,0.8059447614009899,0.026202131966204828,"{'model__max_depth': 6, 'model__n_estimators': 100}"
LightGBM,0.7190065724962235,0.023035558287158014,0.7132415468562023,0.02300057523809254,0.7538957413329272,0.025522912978419174,0.732858884083575,0.02194170439254469,0.8041027152928766,0.024744103905895404,"{'model__max_depth': 6, 'model__n_estimators': 200}"
LightGBM,0.7280093022023163,0.02292132714239898,0.7281119016651396,0.025569124480396523,0.7483401857773717,0.03276874897659404,0.7376478929099468,0.0230765118524347,0.8088156406319591,0.021524425640365937,"{'model__max_depth': 9, 'model__n_estimators': 50}"
LightGBM,0.7285181406196168,0.01924617611873255,0.7258026428672572,0.020437289087452265,0.7543804883000863,0.023163648633809805,0.7396539032683191,0.01883118825325823,0.8068185889066607,0.023037442664733933,"{'model__max_depth': 9, 'model__n_estimators': 100}"
LightGBM,0.7259494341822809,0.023690512014202508,0.7212910711000888,0.02380995372922649,0.7568879752296838,0.02557259727180305,0.7385056622003413,0.022358366626131353,0.8054520412243237,0.023270426312153505,"{'model__max_depth': 9, 'model__n_estimators': 200}"
RandomForest,0.6605676728593008,0.01356334915468305,0.6861423893251877,0.022795328147619285,0.6225343891173037,0.03225530377156358,0.6519471342391053,0.01616638327552062,0.7129713423068356,0.020834844736044474,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.6546537513582276,0.015858108090616527,0.684377406197373,0.0246561811302601,0.605418506674788,0.03075744342581526,0.6416838824365063,0.0176805900322737,0.7137981714476028,0.023071251019581872,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.6510521294357725,0.01625910720042234,0.6783968625727446,0.022544829672450792,0.6059210192376022,0.030067299020057985,0.6394884481036504,0.018626573758834756,0.7153252223498191,0.023502059307953932,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.6605676728593008,0.01356334915468305,0.6861423893251877,0.022795328147619285,0.6225343891173037,0.03225530377156358,0.6519471342391053,0.01616638327552062,0.7128894246554918,0.020778423050177106,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.6546537513582276,0.015858108090616527,0.684377406197373,0.0246561811302601,0.605418506674788,0.03075744342581526,0.6416838824365063,0.0176805900322737,0.7137106550575211,0.022987567974188265,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.6510521294357725,0.01625910720042234,0.6783968625727446,0.022544829672450792,0.6059210192376022,0.030067299020057985,0.6394884481036504,0.018626573758834756,0.7153252528814551,0.023512249701266995,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
RandomForest,0.6600522089417751,0.014482109569266391,0.6854087126720347,0.023464506694315306,0.6225343891173037,0.033257473281958674,0.6515841633646234,0.0171821089741847,0.7129181472919901,0.020749092523841765,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.6546544139082502,0.015676305981920432,0.6843836179636633,0.024446491094503458,0.6054210446170245,0.031049260002421013,0.6416736928411593,0.01766016265804773,0.7136837681356327,0.02284153156745203,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.6510521294357725,0.01625910720042234,0.6783968625727446,0.022544829672450792,0.6059210192376022,0.030067299020057985,0.6394884481036504,0.018626573758834756,0.7153065764253281,0.023521997207042143,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.6600522089417751,0.014482109569266391,0.6854087126720347,0.023464506694315306,0.6225343891173037,0.033257473281958674,0.6515841633646234,0.0171821089741847,0.7128414480060871,0.020685494927009496,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.6546544139082502,0.015676305981920432,0.6843836179636633,0.024446491094503458,0.6054210446170245,0.031049260002421013,0.6416736928411593,0.01766016265804773,0.713657320106011,0.02281925350577177,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.6510521294357725,0.01625910720042234,0.6783968625727446,0.022544829672450792,0.6059210192376022,0.030067299020057985,0.6394884481036504,0.018626573758834756,0.7153039182647751,0.02351815890958184,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
RandomForest,0.6971212201521215,0.012840193608030528,0.7182272665848799,0.015792138759603416,0.6713491700928887,0.020107788963520473,0.6938008573810405,0.01411490255685464,0.7642581957406078,0.019981125553220062,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.7045855087059073,0.014225671768168777,0.7285334862179645,0.018353368930411965,0.6738541190802498,0.024249391423110046,0.699807104682747,0.016151717304940597,0.7655077461940726,0.02134411566454148,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.7025229904857817,0.00981647841874115,0.725798507783458,0.014147588895895258,0.672851631896858,0.02011090170052894,0.6980622970865296,0.011622639176417609,0.7669827365225408,0.018480503809187254,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.6971212201521215,0.016122773681078992,0.7203616706292999,0.019443967443630056,0.6668189432008527,0.01633108147621731,0.692458209553624,0.015731237844072002,0.7627808856438849,0.017747852610224213,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.7048399279145576,0.01272001676409216,0.7297813997443205,0.015755464125071027,0.6718389929445207,0.020801612451815502,0.6993955759854726,0.014306876262912655,0.7659211973388117,0.020055609358737014,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.7048399279145575,0.012184939235232919,0.7267603332976174,0.014566568832459634,0.677884371351708,0.020845344951788587,0.7012677730971442,0.013952655667922682,0.765903871271499,0.01818623419743747,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
RandomForest,0.69763999681976,0.017934638214114774,0.7230027174676242,0.02279887333077985,0.6633013552611543,0.020959122961542898,0.6916611363553231,0.018189686225633873,0.7634709871221376,0.018654152516282108,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.7053547292820609,0.012520268694238338,0.730293450994077,0.015113707860888278,0.6723440434495711,0.021905999771072375,0.6998956069642066,0.014552833517029325,0.7668693509317684,0.020813570796120073,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.7076729918108817,0.010874340997272205,0.731309347130343,0.015793467510567292,0.6778894472361809,0.01976214251806194,0.7033136537982224,0.011829655768112247,0.7667538917340556,0.018799877503835428,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.6984052420957783,0.015286554517405316,0.7209574814556869,0.019392750191404632,0.6698441703466829,0.019021662207716016,0.6942800923890264,0.015440969983252898,0.7634318614667729,0.019407871692016455,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.7020115018683911,0.01423283197787172,0.726400392570514,0.0174022403587346,0.6698365565199736,0.019530340164607918,0.6967949818154299,0.01508364388374412,0.7665418291681185,0.021499642605414954,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.704068057138314,0.010550657670570281,0.7266467560248878,0.014619426246681428,0.6758768590426882,0.018183297702267558,0.7001346644348365,0.011614582156028813,0.7667549762432069,0.018686483172373064,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
RandomForest,0.7213095963745263,0.023109863894366922,0.734000115196688,0.02453484885182084,0.7141211106035226,0.031495805482892235,0.7236190565608509,0.02436120472650305,0.7911149886288739,0.020273564621753715,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.720790819706888,0.019853094948077465,0.7355949269709147,0.024012580043183712,0.7095781940003045,0.025747405351196295,0.7220633071076741,0.02037204265914386,0.7935877865314522,0.019413387262777443,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.7223372114594653,0.015756249397295183,0.7373682009584677,0.020289825960455823,0.7105984467793514,0.01980817984916264,0.7235151886800748,0.015663607417051077,0.7970141739303338,0.018868246814602797,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.71333646940344,0.01685762520371466,0.724532413468602,0.01863159304939061,0.7095858078270139,0.030030262936865816,0.7166033494480877,0.01924948173151685,0.792095098667434,0.017487427478753165,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.7112739511833144,0.016905805072281364,0.7263258888349202,0.022017604728184655,0.7000203035378915,0.030410612179918906,0.7123980895067646,0.018527874545976413,0.7953943720526635,0.017051351299409535,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.7195074603132536,0.0160970628940271,0.7343045861223804,0.018956375807824596,0.7080782701385717,0.026310243947084665,0.7206403204112636,0.01787875819723748,0.7979599237930367,0.017470090949807452,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
RandomForest,0.7177119497522063,0.02754814746822147,0.7312397542650013,0.030371899725534057,0.7090604537840719,0.034378100682483904,0.7196387545488313,0.02852691914275983,0.7924084537520136,0.020793193066261897,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
RandomForest,0.7192556913046936,0.018543913499589493,0.73221546896769,0.02077550685711992,0.7116034719049795,0.028061165973863673,0.7214565853341298,0.02007588052277959,0.7963395812509804,0.018655025532345146,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
RandomForest,0.7202786685394748,0.015637981791901203,0.7333562938775843,0.01577681162979316,0.7120983706410842,0.030272141470511202,0.7222309220237368,0.018602346977496607,0.7980611565205588,0.01867633827255458,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
RandomForest,0.7179663689608565,0.019753758744543923,0.7287827785782032,0.021041956761236064,0.7146210852241004,0.026513933074470964,0.7214242321270667,0.02074236233433346,0.7917377831157254,0.01730845308804305,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
RandomForest,0.7205436885484854,0.01939661861970608,0.7340233047687272,0.022458613468957934,0.7120932947566113,0.030117670696114287,0.7224977662583256,0.020969072743685563,0.7957764366756697,0.018918037858366217,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
RandomForest,0.7210512018657409,0.018382780106798655,0.7358012419014719,0.01824988964901611,0.709073143495254,0.027122157490178066,0.7220110361657003,0.020601190465542988,0.7970397333621347,0.018030375034612835,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.6556813664431664,0.01963268201037955,0.7302396596375769,0.029908224671467053,0.518851834932237,0.02653203657261864,0.6062803372935849,0.023935205512837645,0.7174830702078785,0.02336771719564284,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.6603178915008083,0.016381580176817255,0.7348026159670553,0.02455571499007408,0.5259073143495254,0.023126115694233666,0.6127476410882945,0.020246814190383704,0.7164712244419993,0.022761355295173126,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.6603119285506056,0.019497486400274877,0.7333766760535643,0.02793248116418041,0.5284351048170144,0.028174174927290695,0.6137962680589395,0.023988882986217097,0.7156538674232407,0.026045282152826307,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.6556813664431664,0.01963268201037955,0.7302396596375769,0.029908224671467053,0.518851834932237,0.02653203657261864,0.6062803372935849,0.023935205512837645,0.7173799228923535,0.023318175087077585,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.6595460207245647,0.017850507056302256,0.735072049083375,0.027322862088702778,0.5233871377087458,0.025124595638442708,0.6110429067706884,0.0219160422775754,0.7169191502562304,0.02264352297987689,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.6605683354093235,0.020230067312917994,0.7344759648070556,0.028428696032037327,0.5274250038069134,0.02889470408604058,0.6135103248972842,0.02497966888369108,0.7158178019537449,0.026339954860485543,"{'model__max_depth': 3, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.6554242970344262,0.018465853515268225,0.7297946860950411,0.028380368715825,0.5188543728744733,0.027336190908784672,0.6060531904469766,0.023207412150126755,0.7175131368724333,0.02401015198023433,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.6605762860095938,0.017051684631346292,0.73496013385401,0.02485825920430925,0.5264149027968124,0.02490763405535155,0.6131172823120652,0.021547372709480754,0.7164445493333353,0.023204306222839022,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.6592816632655766,0.020613313341149624,0.7316915620780893,0.02945654768624462,0.5279275163697275,0.028937706414676075,0.6128511185918535,0.025069064387620365,0.7156331987778695,0.026440048997646588,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.6554242970344262,0.018465853515268225,0.7297946860950411,0.028380368715825,0.5188543728744733,0.027336190908784672,0.6060531904469766,0.023207412150126755,0.71758190174945,0.02406138015048564,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.6595466832745872,0.018458549702684655,0.7346684627171595,0.027304806269507438,0.5238947261560327,0.026821199418061943,0.6112305511248054,0.023212962462773976,0.7170089870506426,0.023149412727387946,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.6603106034505606,0.020385119835411435,0.7342750345486497,0.028253702362889526,0.5269199533018629,0.030087431092892296,0.6130626358607549,0.025662160755111716,0.715850204288448,0.026594736880800877,"{'model__max_depth': 3, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.6770459544695625,0.018315272932258538,0.7377136671794248,0.029216498069690223,0.573219633521141,0.018489180055245583,0.6448138976254143,0.018077239559114066,0.7446255625612939,0.019103215149618918,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.6801407256247847,0.020022852310616217,0.7397681046255629,0.02940121732712561,0.5787701131922237,0.02150501973008797,0.6491714541727174,0.021211530125979233,0.7456607147786729,0.01953888804610069,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.6803911695332998,0.02012937575048379,0.7408639772427635,0.02924024843104597,0.5777473224709404,0.024508261002633352,0.648873046580891,0.022291571330955794,0.7474780875085026,0.02280907560888525,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.6734430074470623,0.017654612902860283,0.7325392979049292,0.02848696084672624,0.5707019948225979,0.017576498024194663,0.6412619519176606,0.017219528017965544,0.7424234756349276,0.019625288473960535,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.6783319640632868,0.019232592849611565,0.7383052576927093,0.0280975396992101,0.5757398101619207,0.023936533416164377,0.6466122348639725,0.021215503414828342,0.7439995094583828,0.019990804202021983,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.6809019956006679,0.018878036629199225,0.7413497576132443,0.026839476892133955,0.5782472970915182,0.023134622026923832,0.6494365149354971,0.02100330180689435,0.746361581202893,0.022774019162105894,"{'model__max_depth': 6, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.6755008878170303,0.014549605147338747,0.7358118429625116,0.0261076739080521,0.571707019948226,0.018374541241701223,0.6430565603689162,0.014440315344957868,0.7444820727774972,0.021590398131125177,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.6806489014920627,0.020006191803081195,0.7411744090708821,0.02815871766820687,0.5777422465864677,0.025298339590669683,0.6490206579095308,0.02282335553694721,0.7457102256427832,0.02053793539682995,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.6814154718681261,0.019710818228069544,0.7410926865551479,0.02561931858143018,0.5797446830110147,0.027474437268073817,0.6502742540455311,0.023813405016042313,0.7471545564840989,0.023082151040342294,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.6783332891633319,0.0155478028585967,0.7386965549097944,0.026165674875102126,0.5752220699456881,0.014202908206772249,0.6465444636544927,0.014719032858444185,0.7433996404136579,0.021557718366020617,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.6796199613070786,0.02058533648107662,0.7402073933911163,0.029409591945055144,0.5762372468402619,0.021465754150700022,0.6478022476516591,0.022019990268999735,0.7456274632828455,0.020501725331955864,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.6811603901094533,0.018735318041359306,0.7403503162754084,0.025483248068599012,0.5802522714583015,0.021870160995947574,0.6504238286024242,0.021019057829991465,0.7470548656041912,0.022877064853401716,"{'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.7040687196883365,0.020719730416881847,0.7465675936323644,0.025483680888240406,0.6381325821024314,0.024736478285271302,0.6879273111077587,0.022622921438589114,0.7728453334747967,0.021441052438921415,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.7012383059921025,0.019132280010701497,0.7452737416915738,0.02445380055293214,0.6320872036952438,0.022223597381471023,0.683852816500142,0.02061244649515249,0.7729980915183242,0.021249703865675335,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.7038090000795061,0.02060145744882526,0.749407502252247,0.02639622270664756,0.6325846403735851,0.0229475888155858,0.6858987869808744,0.022112921784163013,0.7746615816227032,0.021706758559085763,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.7056111361407786,0.016183835069080197,0.7505745010152771,0.02309930106257521,0.6361301456778844,0.013625511067246309,0.6885137215225888,0.015558321775040013,0.7727635150512696,0.021853689292450074,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.7043244639970319,0.01820275116454802,0.7494430509524297,0.024299693240094317,0.6341124815999188,0.018445540165074596,0.6868427496897378,0.01883238365913709,0.7729679307145586,0.02198183970968268,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.7045848461558848,0.016355276237846602,0.7518541223469524,0.02407379481115803,0.6310872544540886,0.017724289577520015,0.6860000127269406,0.016709648454464657,0.7746999497118513,0.022433784553477013,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
ExtraTrees,0.6986636366045638,0.01736856909305921,0.7433130568751576,0.026086495369704456,0.6285797675244911,0.020197607175850413,0.6808341451669105,0.01747551195880928,0.7742157046084579,0.02137321983527489,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 50}"
ExtraTrees,0.7007241671746217,0.015497931626034762,0.7459889313919346,0.021545147622657728,0.6295898685345922,0.022426382499447717,0.6825742848639771,0.017450662973185687,0.7753582772982404,0.021701680095168634,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
ExtraTrees,0.701749794609493,0.019747400119463736,0.7479887110753028,0.025543215142828472,0.6290746662605959,0.024748140392021774,0.6831507127850289,0.021721016954530846,0.7771948429777046,0.02188124497363023,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
ExtraTrees,0.6999516338483556,0.01602055968040656,0.743147169516684,0.023931693299831202,0.6326049439114766,0.01869956270373413,0.6831522735657422,0.015812396906713558,0.7722238283134871,0.02086597775961672,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50}"
ExtraTrees,0.702777409694432,0.019125699928550406,0.7485087094367393,0.027041000388165738,0.6315872290746662,0.020777728075174112,0.6848509416112478,0.019586257262445568,0.7737148254881658,0.021844216124079375,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100}"
ExtraTrees,0.7068951580844354,0.015487630912078108,0.7547852325982988,0.020693533226139076,0.6325947921425309,0.019801295483322445,0.6881341876930348,0.017068553800814394,0.7759902452695366,0.02200929781488528,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 200}"
